objectsWith2,total2Objects,ImageID,_nObjects_,_Object0_,_Object0_x,_Object0_y,_Object0_width,_Object0_height,_Object1_,_Object1_x,_Object1_y,_Object1_width,_Object1_height,_Object2_,_Object2_x,_Object2_y,_Object2_width,_Object2_height,_Object3_,_Object3_x,_Object3_y,_Object3_width,_Object3_height,_Object4_,_Object4_x,_Object4_y,_Object4_width,_Object4_height,_Object5_,_Object5_x,_Object5_y,_Object5_width,_Object5_height,_Object6_,_Object6_x,_Object6_y,_Object6_width,_Object6_height,_Object7_,_Object7_x,_Object7_y,_Object7_width,_Object7_height,_Object8_,_Object8_x,_Object8_y,_Object8_width,_Object8_height,_Object9_,_Object9_x,_Object9_y,_Object9_width,_Object9_height,_Object10_,_Object10_x,_Object10_y,_Object10_width,_Object10_height,_Object11_,_Object11_x,_Object11_y,_Object11_width,_Object11_height,_Object12_,_Object12_x,_Object12_y,_Object12_width,_Object12_height,_Object13_,_Object13_x,_Object13_y,_Object13_width,_Object13_height,_Object14_,_Object14_x,_Object14_y,_Object14_width,_Object14_height,_Object15_,_Object15_x,_Object15_y,_Object15_width,_Object15_height,_Object16_,_Object16_x,_Object16_y,_Object16_width,_Object16_height,_Object17_,_Object17_x,_Object17_y,_Object17_width,_Object17_height,_Object18_,_Object18_x,_Object18_y,_Object18_width,_Object18_height,_Object19_,_Object19_x,_Object19_y,_Object19_width,_Object19_height,_Object20_,_Object20_x,_Object20_y,_Object20_width,_Object20_height,_Object21_,_Object21_x,_Object21_y,_Object21_width,_Object21_height,_Object22_,_Object22_x,_Object22_y,_Object22_width,_Object22_height,_Object23_,_Object23_x,_Object23_y,_Object23_width,_Object23_height,_Object24_,_Object24_x,_Object24_y,_Object24_width,_Object24_height,_Object25_,_Object25_x,_Object25_y,_Object25_width,_Object25_height,_Object26_,_Object26_x,_Object26_y,_Object26_width,_Object26_height,objectNameHolder,xHolder,yHolder,heightHolder,widthHolder,new_column_placement,column
_Object4_,1,Hframe (11914).JPG,6,2,0.5764204545,0.8090909091,0.0172348485,0.230976431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5764204545,0.8090909091,0.230976431,0.0172348485,2,28
"_Object4_, _Object5_, _Object6_",3,Hframe (11916).JPG,8,2,0.1910984848,0.8668350168,0.0303030303,0.2663299663,2,0.4177083333,0.5328282828,0.0229166667,0.2508417508,2,0.5670454545,0.3047138047,0.0227272727,0.2134680135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5670454545,0.3047138047,0.2134680135,0.0227272727,4,28
"_Object4_, _Object5_, _Object6_",3,Hframe (11917).JPG,8,2,0.4963068182,0.4971380471,0.0195075758,0.1888888889,2,0.9676136364,0.0634680135,0.0337121212,0.1269360269,2,0.756344697,0.2422558923,0.03125,0.1855218855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.756344697,0.2422558923,0.1855218855,0.03125,4,28
"_Object4_, _Object5_",2,Hframe (11918).JPG,6,2,0.1557765152,0.6326599327,0.0251893939,0.2094276094,2,0.2956439394,0.8779461279,0.0227272727,0.2441077441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.2956439394,0.8779461279,0.2441077441,0.0227272727,3,28
,0,Hframe (11919).JPG,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.2956439394,0.8779461279,0.2441077441,0.0227272727,1,28
"_Object4_, _Object5_, _Object6_",3,Hframe (1192).JPG,8,2,0.703030303,0.3297979798,0.0075757576,0.095959596,2,0.5822916667,0.3074074074,0.0058712121,0.0902356902,2,0.4670454545,0.2892255892,0.0060606061,0.0882154882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4670454545,0.2892255892,0.0882154882,0.0060606061,4,28
_Object3_,1,Hframe (11920).JPG,4,2,0.5401515152,0.9779461279,0.0151515152,0.0441077441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5401515152,0.9779461279,0.0441077441,0.0151515152,2,28
,0,Hframe (11921).JPG,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5401515152,0.9779461279,0.0441077441,0.0151515152,1,28
"_Object4_, _Object5_, _Object6_",3,Hframe (11922).JPG,8,2,0.3507575758,0.2565656566,0.021969697,0.1555555556,2,0.5756628788,0.4454545455,0.0202651515,0.1562289562,2,0.8420454545,0.6759259259,0.0359848485,0.1511784512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.8420454545,0.6759259259,0.1511784512,0.0359848485,4,28
"_Object4_, _Object5_",2,Hframe (11925).JPG,7,2,0.6784090909,0.5725589226,0.0329545455,0.2205387205,2,0.5875,0.8042087542,0.0375,0.262962963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5875,0.8042087542,0.262962963,0.0375,3,28
"_Object4_, _Object5_, _Object6_",3,Hframe (11927).JPG,8,2,0.550094697,0.3735690236,0.0198863636,0.2245791246,2,0.3977272727,0.5787878788,0.0261363636,0.2747474747,2,0.1548295455,0.8715488215,0.0259469697,0.2569023569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.1548295455,0.8715488215,0.2569023569,0.0259469697,4,28
"_Object4_, _Object5_",2,Hframe (11928).JPG,7,2,0.5052083333,0.5584175084,0.0221590909,0.168013468,2,0.5934659091,0.0681818182,0.021780303,0.1363636364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5934659091,0.0681818182,0.1363636364,0.021780303,3,28
"_Object4_, _Object5_",2,Hframe (11929).JPG,6,2,0.1382575758,0.686026936,0.0227272727,0.2198653199,2,0.2664772727,0.9053872054,0.0223484848,0.1892255892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.2664772727,0.9053872054,0.1892255892,0.0223484848,3,28
_Object4_,1,Hframe (1193).JPG,6,2,0.5638257576,0.2624579125,0.0121212121,0.0535353535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5638257576,0.2624579125,0.0535353535,0.0121212121,2,28
_Object4_,1,Hframe (11930).JPG,5,2,0.7027462121,0.7907407407,0.0301136364,0.2393939394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7027462121,0.7907407407,0.2393939394,0.0301136364,2,28
,0,Hframe (11931).JPG,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7027462121,0.7907407407,0.2393939394,0.0301136364,1,28
_Object4_,1,Hframe (11934).JPG,6,2,0.5722537879,0.6141414141,0.0142045455,0.0498316498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5722537879,0.6141414141,0.0498316498,0.0142045455,2,28
"_Object4_, _Object5_, _Object6_",3,Hframe (11936).JPG,8,2,0.4025568182,0.9786195286,0.0202651515,0.0427609428,2,0.5955492424,0.8023569024,0.0183712121,0.2518518519,2,0.7199810606,0.6038720539,0.0164772727,0.2070707071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7199810606,0.6038720539,0.2070707071,0.0164772727,4,28
_Object3_,1,Hframe (11937).JPG,4,2,0.4877840909,0.0781144781,0.1251893939,0.1562289562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4877840909,0.0781144781,0.1562289562,0.1251893939,2,28
"_Object4_, _Object5_, _Object6_",3,Hframe (11938).JPG,8,2,0.1493371212,0.8765993266,0.0278409091,0.2468013468,2,0.3960227273,0.5957912458,0.0242424242,0.2744107744,2,0.5477272727,0.4005050505,0.0238636364,0.2239057239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5477272727,0.4005050505,0.2239057239,0.0238636364,4,28
_Object4_,1,Hframe (11939).JPG,6,2,0.4127840909,0.5986531987,0.0301136364,0.1636363636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4127840909,0.5986531987,0.1636363636,0.0301136364,2,28
,0,Hframe (1194).JPG,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4127840909,0.5986531987,0.1636363636,0.0301136364,1,28
"_Object4_, _Object5_",2,Hframe (11940).JPG,6,2,0.2109848485,0.654040404,0.021969697,0.201010101,2,0.2589962121,0.9208754209,0.0255681818,0.1582491582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.2589962121,0.9208754209,0.1582491582,0.0255681818,3,28
_Object3_,1,Hframe (11942).JPG,4,2,0.6297348485,0.5826599327,0.0212121212,0.1363636364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6297348485,0.5826599327,0.1363636364,0.0212121212,2,28
,0,Hframe (11943).JPG,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6297348485,0.5826599327,0.1363636364,0.0212121212,1,28
_Object4_,1,Hframe (11944).JPG,6,2,0.6308712121,0.4218855219,0.0178030303,0.1265993266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6308712121,0.4218855219,0.1265993266,0.0178030303,2,28
_Object4_,1,Hframe (11945).JPG,6,2,0.5733901515,0.5902356902,0.0142045455,0.0478114478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5733901515,0.5902356902,0.0478114478,0.0142045455,2,28
"_Object9_, _Object10_, _Object11_",3,Hframe (11946).JPG,12,2,0.5043560606,0.6831649832,0.0022727273,0.030976431,2,0.5475378788,0.6814814815,0.0026515152,0.030976431,2,0.5904356061,0.6821548822,0.003219697,0.0296296296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5904356061,0.6821548822,0.0296296296,0.003219697,4,28
"_Object4_, _Object5_, _Object6_",3,Hframe (11947).JPG,8,2,0.3777462121,0.9558922559,0.0236742424,0.0882154882,2,0.6004734848,0.8124579125,0.0202651515,0.2565656566,2,0.7448863636,0.6397306397,0.0159090909,0.2134680135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7448863636,0.6397306397,0.2134680135,0.0159090909,4,28
"_Object4_, _Object5_",2,Hframe (11948).JPG,7,2,0.4320075758,0.1057239057,0.015530303,0.1138047138,2,0.6239583333,0.0313131313,0.0126893939,0.0626262626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6239583333,0.0313131313,0.0626262626,0.0126893939,3,28
"_Object4_, _Object5_",2,Hframe (1195).JPG,6,2,0.540625,0.595959596,0.0145833333,0.2336700337,2,0.7890151515,0.7136363636,0.0234848485,0.2818181818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7890151515,0.7136363636,0.2818181818,0.0234848485,3,28
_Object4_,1,Hframe (11950).JPG,6,2,0.3840909091,0.2946127946,0.0299242424,0.1892255892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.3840909091,0.2946127946,0.1892255892,0.0299242424,2,28
"_Object4_, _Object5_",2,Hframe (11953).JPG,6,2,0.6098484848,0.3127946128,0.0174242424,0.1454545455,2,0.6639204545,0.8242424242,0.0229166667,0.1393939394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6639204545,0.8242424242,0.1393939394,0.0229166667,3,28
"_Object4_, _Object5_",2,Hframe (11955).JPG,7,2,0.6725378788,0.8368686869,0.0284090909,0.1053872054,2,0.6720643939,0.2356902357,0.0232954545,0.1420875421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6720643939,0.2356902357,0.1420875421,0.0232954545,3,28
_Object4_,1,Hframe (11956).JPG,6,2,0.5777462121,0.5577441077,0.015719697,0.0562289562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5777462121,0.5577441077,0.0562289562,0.015719697,2,28
"_Object9_, _Object10_, _Object11_",3,Hframe (11957).JPG,12,2,0.5146780303,0.669023569,0.0024621212,0.032996633,2,0.5617424242,0.6683501684,0.003030303,0.0323232323,2,0.6087121212,0.6686868687,0.0034090909,0.0323232323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6087121212,0.6686868687,0.0323232323,0.0034090909,4,28
"_Object4_, _Object5_, _Object6_",3,Hframe (11958).JPG,8,2,0.3604166667,0.9260942761,0.0242424242,0.1478114478,2,0.6026515152,0.8070707071,0.0189393939,0.2646464646,2,0.7647727273,0.6668350168,0.015530303,0.2239057239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7647727273,0.6668350168,0.2239057239,0.015530303,4,28
_Object4_,1,Hframe (11959).JPG,6,2,0.5272727273,0.2269360269,0.0125,0.0747474747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5272727273,0.2269360269,0.0747474747,0.0125,2,28
_Object3_,1,Hframe (11961).JPG,5,2,0.4104166667,0.095959596,0.034469697,0.1919191919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4104166667,0.095959596,0.1919191919,0.034469697,2,28
"_Object4_, _Object5_, _Object6_",3,Hframe (11962).JPG,7,2,0.4538825758,0.4506734007,0.0138257576,0.2117845118,2,0.3213068182,0.6964646465,0.0240530303,0.2488215488,2,0.0895833333,0.9759259259,0.025,0.0481481481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0895833333,0.9759259259,0.0481481481,0.025,4,28
"_Object4_, _Object5_, _Object6_",3,Hframe (11963).JPG,7,2,0.5196022727,0.1225589226,0.0149621212,0.2397306397,2,0.6376893939,0.3917508418,0.0246212121,0.2878787879,2,0.8505681818,0.848989899,0.0503787879,0.302020202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.8505681818,0.848989899,0.302020202,0.0503787879,4,28
"_Object4_, _Object5_",2,Hframe (11964).JPG,6,2,0.6070075758,0.1654882155,0.0136363636,0.1457912458,2,0.65625,0.6424242424,0.0181818182,0.1313131313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.65625,0.6424242424,0.1313131313,0.0181818182,3,28
,0,Hframe (11965).JPG,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.65625,0.6424242424,0.1313131313,0.0181818182,1,28
"_Object7_, _Object8_, _Object9_",3,Hframe (11968).JPG,10,2,0.4857954545,0.6604377104,0.0037878788,0.0387205387,2,0.540719697,0.6601010101,0.0034090909,0.038047138,2,0.5947916667,0.6594276094,0.0035984848,0.0367003367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5947916667,0.6594276094,0.0367003367,0.0035984848,4,28
"_Object4_, _Object5_, _Object6_",3,Hframe (1197).JPG,7,2,0.9557765152,0.8296296296,0.0494318182,0.3407407407,2,0.9131628788,0.9018518519,0.0164772727,0.1962962963,2,0.8810606061,0.9345117845,0.0068181818,0.130976431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.8810606061,0.9345117845,0.130976431,0.0068181818,4,28
_Object4_,1,Hframe (11970).JPG,6,2,0.5142045455,0.3617845118,0.0121212121,0.0468013468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5142045455,0.3617845118,0.0468013468,0.0121212121,2,28
"_Object4_, _Object5_, _Object6_",3,Hframe (11971).JPG,8,2,0.3483901515,0.3993265993,0.0168560606,0.2592592593,2,0.5056818182,0.6163299663,0.0265151515,0.3276094276,2,0.7903409091,0.8895622896,0.0393939394,0.2208754209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7903409091,0.8895622896,0.2208754209,0.0393939394,4,28
_Object3_,1,Hframe (11972).JPG,5,2,0.3981060606,0.0427609428,0.0204545455,0.0855218855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.3981060606,0.0427609428,0.0855218855,0.0204545455,2,28
"_Object4_, _Object5_, _Object6_",3,Hframe (11973).JPG,7,2,0.2125,0.8947811448,0.0359848485,0.2104377104,2,0.4645833333,0.6486531987,0.0159090909,0.198989899,2,0.6357954545,0.4754208754,0.0162878788,0.1723905724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6357954545,0.4754208754,0.1723905724,0.0162878788,4,28
_Object3_,1,Hframe (11974).JPG,4,2,0.6267992424,0.9037037037,0.0316287879,0.1925925926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6267992424,0.9037037037,0.1925925926,0.0316287879,2,28
"_Object4_, _Object5_",2,Hframe (11975).JPG,6,2,0.6051136364,0.0882154882,0.0166666667,0.1602693603,2,0.6543560606,0.5525252525,0.0200757576,0.1367003367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6543560606,0.5525252525,0.1367003367,0.0200757576,3,28
,0,Hframe (11976).JPG,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6543560606,0.5525252525,0.1367003367,0.0200757576,1,28
_Object4_,1,Hframe (11977).JPG,6,2,0.6670454545,0.4501683502,0.0272727273,0.1387205387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6670454545,0.4501683502,0.1387205387,0.0272727273,2,28
_Object4_,1,Hframe (11978).JPG,6,2,0.5773674242,0.4728956229,0.0179924242,0.0717171717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5773674242,0.4728956229,0.0717171717,0.0179924242,2,28
